File,Word,Sum_Dist,Syllables,Length,Correlation,M05,M14,F03,M07,M08,M01,M10,M11,F04,M04,F05,M12,M16,F02,M09
B3_UW11,jowls,1904.3660424139,1,5,0.6218298262,20,80,0,25,60,8.6956521739,25,0,18.1818181818,28.5714285714,66.6666666667,28.5714285714,0,22.2222222222,50
B3_UW31,shout,1904.3660424139,1,5,0.4239098047,28.5714285714,25,0,0,25,50,60,25,57.1428571429,33.3333333333,90.9090909091,25,50,40,33.3333333333
B3_UW33,swoon,1066.2518464228,1,5,0.6537681357,28.5714285714,57.1428571429,33.3333333333,33.3333333333,54.5454545455,0,80,25,28.5714285714,50,44.4444444444,0,40,0,60
B3_UW36,thou,1904.3660424139,1,4,0.7266097672,0,0,0,0,75,12.5,80,40,66.6666666667,0,75,0,40,33.3333333333,75
B3_UW37,toil,2252.3939381268,1,4,0.7347690411,33.3333333333,60,0,33.3333333333,60,16.6666666667,57.1428571429,0,66.6666666667,0,57.1428571429,33.3333333333,22.2222222222,36.3636363636,44.4444444444
B3_UW4,foil,2252.3939381268,1,4,0.7511549681,28.5714285714,75,0,0,66.6666666667,33.3333333333,66.6666666667,57.1428571429,66.6666666667,0,25,28.5714285714,50,33.3333333333,66.6666666667
B3_UW41,Yale,2216.205902733,1,4,0.8124711645,25,28.5714285714,0,0,28.5714285714,14.2857142857,28.5714285714,28.5714285714,25,0,22.2222222222,0,25,25,25
B3_UW5,good,1216.0777113326,1,4,0.3343352056,42.8571428571,0,0,33.3333333333,25,14.2857142857,75,0,88.8888888889,0,88.8888888889,0,75,66.6666666667,0
B3_UW86,brush,1352.0832074987,1,5,0.4478728503,25,20,28.5714285714,0,25,18.1818181818,50,25,25,0,50,25,25,0,0
B3_UW87,drum,1352.0832074987,1,4,0.2501996922,33.3333333333,33.3333333333,0,25,22.2222222222,22.2222222222,20,0,25,28.5714285714,60,28.5714285714,0,0,0
B3_UW88,frog,1538.412493449,1,4,0.459693608,0,50,0,28.5714285714,16.6666666667,0,50,57.1428571429,0,33.3333333333,72.7272727273,33.3333333333,57.1428571429,22.2222222222,50
B3_UW89,clown,1904.3660424139,1,5,0.4933007366,0,57.1428571429,0,25,44.4444444444,19.0476190476,25,0,28.5714285714,50,66.6666666667,0,28.5714285714,33.3333333333,50
B3_UW9,hoist,2252.3939381268,1,5,0.0942925935,25,22.2222222222,57.1428571429,33.3333333333,66.6666666667,50,50,33.3333333333,28.5714285714,0,0,28.5714285714,28.5714285714,25,44.4444444444
B3_UW90,green,2347.0509155108,1,5,0.4304962035,50,0,0,0,28.5714285714,22.2222222222,18.1818181818,28.5714285714,0,0,25,0,40,20,75
B3_UW92,crying,2317.9521011663,1,6,0.6573767175,22.2222222222,60,0,0,54.5454545455,25,50,0,28.5714285714,28.5714285714,76.9230769231,13.3333333333,0,33.3333333333,25
B3_UW95,stars,1538.412493449,1,5,0.8028196825,28.5714285714,66.6666666667,0,0,66.6666666667,22.2222222222,66.6666666667,0,0,0,76.9230769231,0,25,40,60
B3_UW96,fire,2974.6361956897,1,4,0.6892276235,25,85.7142857143,40,28.5714285714,22.2222222222,13.3333333333,50,33.3333333333,44.4444444444,0,100,0,0,44.4444444444,80
B3_UW97,watch,1538.412493449,1,5,0.3468573291,57.1428571429,40,0,0,33.3333333333,25,0,0,33.3333333333,28.5714285714,57.1428571429,28.5714285714,0,33.3333333333,50
